order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,order_date,city,country,payment_method,status
ORD00219,CUST0341,PRD018,Bookshelf,Furniture,3,4500,13500,2025-10-02,Chennai,India,Debit Card,Completed
ORD00220,CUST0384,PRD005,LG Smart TV,Electronics,3,35000,105000,2025-12-07,Delhi,India,Cash on Delivery,Completed
ORD00221,CUST0433,PRD001,Samsung Galaxy S23,Electronics,4,45000,180000,2026-02-03,Pune,India,Debit Card,Completed
ORD00222,CUST0403,PRD014,Aashirvaad Atta 10kg,Groceries,3,450,1350,2026-02-27,Delhi,India,Credit Card,Cancelled
ORD00223,CUST0327,PRD001,Samsung Galaxy S23,Electronics,4,45000,180000,2025-10-17,Pune,India,Debit Card,Pending
ORD00224,CUST0314,PRD006,Levis Jeans,Clothing,2,2500,5000,2025-11-14,Bangalore,India,Net Banking,Completed
ORD00225,CUST0313,PRD012,Amul Butter 500g,Groceries,3,280,840,2026-02-10,Chennai,India,Cash on Delivery,Cancelled
ORD00226,CUST0187,PRD008,Zara Dress,Clothing,1,3500,3500,2025-11-24,Ahmedabad,India,Net Banking,Completed
ORD00227,CUST0072,PRD006,Levis Jeans,Clothing,4,2500,10000,2026-01-17,Surat,India,Credit Card,Completed
ORD00228,CUST0392,PRD018,Bookshelf,Furniture,5,4500,22500,2025-10-16,Delhi,India,Debit Card,Pending
ORD00229,CUST0101,PRD009,Adidas Jacket,Clothing,2,4500,9000,2026-01-20,Bangalore,India,Credit Card,Completed
ORD00230,CUST0266,PRD005,LG Smart TV,Electronics,2,35000,70000,2025-09-12,Hyderabad,India,Cash on Delivery,Cancelled
ORD00231,CUST0237,PRD015,Nestle Maggi 12pack,Groceries,4,180,720,2026-02-26,Kolkata,India,Net Banking,Cancelled
ORD00232,CUST0450,PRD025,Cycling Helmet,Sports,1,1800,1800,2025-10-09,Delhi,India,Cash on Delivery,Completed
ORD00233,CUST0481,PRD014,Aashirvaad Atta 10kg,Groceries,4,450,1800,2025-10-02,Pune,India,Credit Card,Completed
ORD00234,CUST0369,PRD018,Bookshelf,Furniture,5,4500,22500,2026-01-06,Bangalore,India,Cash on Delivery,Pending
ORD00235,CUST0473,PRD015,Nestle Maggi 12pack,Groceries,3,180,540,2026-01-06,Bangalore,India,Debit Card,Pending
ORD00236,CUST0119,PRD015,Nestle Maggi 12pack,Groceries,4,180,720,2025-12-24,Bangalore,India,UPI,Completed
ORD00237,CUST0194,PRD021,Cricket Bat,Sports,2,2500,5000,2025-11-21,Pune,India,Cash on Delivery,Cancelled
ORD00238,CUST0015,PRD004,Dell Laptop,Electronics,1,55000,55000,2026-02-04,Delhi,India,Cash on Delivery,Cancelled
ORD00239,CUST0118,PRD010,Puma Shorts,Clothing,4,1200,4800,2025-10-20,Jaipur,India,Credit Card,Completed
ORD00240,CUST0079,PRD004,Dell Laptop,Electronics,2,55000,110000,2025-12-11,Jaipur,India,Net Banking,Cancelled
ORD00241,CUST0342,PRD013,Fortune Rice 5kg,Groceries,4,350,1400,2025-11-06,Pune,India,Debit Card,Pending
ORD00242,CUST0192,PRD020,King Size Bed,Furniture,3,35000,105000,2025-09-03,Surat,India,Debit Card,Completed
ORD00243,CUST0412,PRD006,Levis Jeans,Clothing,1,2500,2500,2025-10-11,Pune,India,Debit Card,Cancelled
ORD00244,CUST0378,PRD019,Sofa 3 Seater,Furniture,5,25000,125000,2025-12-09,Jaipur,India,Credit Card,Completed
ORD00245,CUST0403,PRD001,Samsung Galaxy S23,Electronics,1,45000,45000,2025-10-14,Ahmedabad,India,UPI,Completed
ORD00246,CUST0285,PRD006,Levis Jeans,Clothing,3,2500,7500,2025-10-29,Mumbai,India,Cash on Delivery,Completed
ORD00247,CUST0411,PRD017,Office Chair,Furniture,2,6500,13000,2025-09-08,Chennai,India,Credit Card,Pending
ORD00248,CUST0126,PRD008,Zara Dress,Clothing,5,3500,17500,2025-10-27,Jaipur,India,Debit Card,Completed
ORD00249,CUST0135,PRD019,Sofa 3 Seater,Furniture,2,25000,50000,2025-09-25,Delhi,India,Cash on Delivery,Cancelled
ORD00250,CUST0456,PRD003,Sony Headphones,Electronics,1,8000,8000,2025-10-13,Chennai,India,Net Banking,Completed
ORD00251,CUST0355,PRD025,Cycling Helmet,Sports,5,1800,9000,2025-09-27,Chennai,India,Net Banking,Cancelled
ORD00252,CUST0352,PRD001,Samsung Galaxy S23,Electronics,4,45000,180000,2026-01-22,Mumbai,India,Credit Card,Completed
ORD00253,CUST0448,PRD003,Sony Headphones,Electronics,2,8000,16000,2025-12-12,Chennai,India,Cash on Delivery,Completed
ORD00254,CUST0010,PRD014,Aashirvaad Atta 10kg,Groceries,3,450,1350,2025-12-26,Delhi,India,Credit Card,Completed
ORD00255,CUST0278,PRD006,Levis Jeans,Clothing,4,2500,10000,2026-01-02,Delhi,India,Cash on Delivery,Completed
ORD00256,CUST0043,PRD005,LG Smart TV,Electronics,1,35000,35000,2025-11-30,Kolkata,India,Net Banking,Completed
ORD00257,CUST0003,PRD015,Nestle Maggi 12pack,Groceries,5,180,900,2026-02-27,Jaipur,India,Cash on Delivery,Pending
ORD00258,CUST0186,PRD009,Adidas Jacket,Clothing,4,4500,18000,2026-02-14,Pune,India,Credit Card,Completed
ORD00259,CUST0391,PRD015,Nestle Maggi 12pack,Groceries,2,180,360,2026-02-24,Ahmedabad,India,Debit Card,Pending
ORD00260,CUST0044,PRD020,King Size Bed,Furniture,2,35000,70000,2025-12-02,Ahmedabad,India,UPI,Cancelled
ORD00261,CUST0320,PRD015,Nestle Maggi 12pack,Groceries,1,180,180,2025-12-08,Delhi,India,Net Banking,Completed
ORD00262,CUST0046,PRD018,Bookshelf,Furniture,4,4500,18000,2025-09-04,Surat,India,Credit Card,Completed
ORD00263,CUST0373,PRD011,Tata Salt 1kg,Groceries,5,25,125,2025-11-17,Hyderabad,India,Debit Card,Completed
ORD00264,CUST0361,PRD014,Aashirvaad Atta 10kg,Groceries,2,450,900,2026-01-11,Mumbai,India,UPI,Cancelled
ORD00265,CUST0397,PRD017,Office Chair,Furniture,4,6500,26000,2025-10-14,Delhi,India,Debit Card,Completed
ORD00266,CUST0307,PRD012,Amul Butter 500g,Groceries,4,280,1120,2025-09-13,Surat,India,Credit Card,Completed
ORD00267,CUST0344,PRD018,Bookshelf,Furniture,5,4500,22500,2025-09-20,Mumbai,India,Debit Card,Completed
ORD00268,CUST0064,PRD018,Bookshelf,Furniture,2,4500,9000,2025-12-19,Jaipur,India,Credit Card,Completed
ORD00269,CUST0386,PRD007,Nike T-Shirt,Clothing,1,1500,1500,2026-01-06,Bangalore,India,Net Banking,Cancelled
ORD00270,CUST0187,PRD001,Samsung Galaxy S23,Electronics,5,45000,225000,2025-09-15,Chennai,India,Debit Card,Cancelled
ORD00271,CUST0247,PRD023,Yoga Mat,Sports,4,600,2400,2025-10-17,Bangalore,India,Credit Card,Completed
ORD00272,CUST0196,PRD016,Wooden Study Table,Furniture,3,8500,25500,2025-10-22,Mumbai,India,Credit Card,Completed
ORD00273,CUST0294,PRD001,Samsung Galaxy S23,Electronics,1,45000,45000,2025-11-21,Kolkata,India,Credit Card,Completed
ORD00274,CUST0261,PRD023,Yoga Mat,Sports,2,600,1200,2025-10-04,Chennai,India,UPI,Cancelled
ORD00275,CUST0255,PRD020,King Size Bed,Furniture,3,35000,105000,2026-01-24,Delhi,India,Debit Card,Completed
ORD00276,CUST0273,PRD001,Samsung Galaxy S23,Electronics,3,45000,135000,2025-12-19,Hyderabad,India,UPI,Cancelled
ORD00277,CUST0082,PRD008,Zara Dress,Clothing,4,3500,14000,2025-11-19,Jaipur,India,UPI,Completed
ORD00278,CUST0196,PRD003,Sony Headphones,Electronics,1,8000,8000,2025-09-05,Bangalore,India,Debit Card,Completed
ORD00279,CUST0445,PRD016,Wooden Study Table,Furniture,4,8500,34000,2025-09-24,Bangalore,India,Credit Card,Pending
ORD00280,CUST0191,PRD001,Samsung Galaxy S23,Electronics,2,45000,90000,2026-02-01,Bangalore,India,UPI,Completed
ORD00281,CUST0047,PRD008,Zara Dress,Clothing,1,3500,3500,2025-09-07,Delhi,India,Debit Card,Cancelled
ORD00282,CUST0438,PRD001,Samsung Galaxy S23,Electronics,2,45000,90000,2025-12-03,Ahmedabad,India,UPI,Completed
ORD00283,CUST0161,PRD013,Fortune Rice 5kg,Groceries,4,350,1400,2025-09-05,Bangalore,India,Cash on Delivery,Cancelled
ORD00284,CUST0044,PRD023,Yoga Mat,Sports,5,600,3000,2025-11-01,Hyderabad,India,Credit Card,Pending
ORD00285,CUST0387,PRD021,Cricket Bat,Sports,1,2500,2500,2025-09-20,Jaipur,India,Cash on Delivery,Pending
ORD00286,CUST0491,PRD022,Football,Sports,2,800,1600,2025-09-03,Surat,India,UPI,Cancelled
ORD00287,CUST0361,PRD018,Bookshelf,Furniture,1,4500,4500,2025-09-04,Surat,India,Credit Card,Pending
ORD00288,CUST0047,PRD015,Nestle Maggi 12pack,Groceries,4,180,720,2026-02-15,Chennai,India,Debit Card,Completed
ORD00289,CUST0048,PRD018,Bookshelf,Furniture,2,4500,9000,2025-12-20,Ahmedabad,India,Debit Card,Cancelled
ORD00290,CUST0464,PRD025,Cycling Helmet,Sports,1,1800,1800,2026-02-08,Hyderabad,India,Debit Card,Pending
ORD00291,CUST0470,PRD024,Badminton Racket,Sports,2,1200,2400,2025-11-12,Kolkata,India,Cash on Delivery,Completed
ORD00292,CUST0105,PRD001,Samsung Galaxy S23,Electronics,2,45000,90000,2025-11-12,Pune,India,Credit Card,Completed
ORD00293,CUST0383,PRD008,Zara Dress,Clothing,3,3500,10500,2025-12-03,Mumbai,India,Credit Card,Completed
ORD00294,CUST0137,PRD024,Badminton Racket,Sports,3,1200,3600,2025-11-20,Mumbai,India,Credit Card,Completed
ORD00295,CUST0475,PRD006,Levis Jeans,Clothing,5,2500,12500,2025-11-04,Delhi,India,Net Banking,Pending
ORD00296,CUST0210,PRD024,Badminton Racket,Sports,3,1200,3600,2025-12-18,Chennai,India,Credit Card,Completed
ORD00297,CUST0062,PRD005,LG Smart TV,Electronics,3,35000,105000,2025-10-07,Ahmedabad,India,Debit Card,Completed
ORD00298,CUST0093,PRD017,Office Chair,Furniture,3,6500,19500,2025-12-30,Chennai,India,Net Banking,Cancelled
ORD00299,CUST0363,PRD005,LG Smart TV,Electronics,1,35000,35000,2025-11-09,Mumbai,India,UPI,Completed
ORD00300,CUST0194,PRD021,Cricket Bat,Sports,3,2500,7500,2026-01-25,Hyderabad,India,Cash on Delivery,Cancelled
ORD00301,CUST0261,PRD012,Amul Butter 500g,Groceries,1,280,280,2026-02-01,Surat,India,Net Banking,Completed
ORD00302,CUST0217,PRD013,Fortune Rice 5kg,Groceries,3,350,1050,2025-10-06,Kolkata,India,Debit Card,Completed
ORD00303,CUST0007,PRD015,Nestle Maggi 12pack,Groceries,3,180,540,2025-12-18,Hyderabad,India,Credit Card,Completed
ORD00304,CUST0453,PRD013,Fortune Rice 5kg,Groceries,2,350,700,2025-09-16,Hyderabad,India,Net Banking,Cancelled
ORD00305,CUST0270,PRD007,Nike T-Shirt,Clothing,4,1500,6000,2025-12-12,Delhi,India,Net Banking,Cancelled
ORD00306,CUST0096,PRD016,Wooden Study Table,Furniture,5,8500,42500,2026-01-21,Chennai,India,Debit Card,Completed
ORD00307,CUST0063,PRD022,Football,Sports,3,800,2400,2026-02-03,Chennai,India,Net Banking,Cancelled
ORD00308,CUST0189,PRD002,Apple iPhone 14,Electronics,3,75000,225000,2025-12-09,Chennai,India,Net Banking,Completed
ORD00309,CUST0356,PRD008,Zara Dress,Clothing,3,3500,10500,2025-12-01,Ahmedabad,India,Debit Card,Completed
ORD00310,CUST0477,PRD020,King Size Bed,Furniture,4,35000,140000,2025-12-21,Delhi,India,Debit Card,Cancelled
ORD00311,CUST0322,PRD017,Office Chair,Furniture,5,6500,32500,2026-02-16,Bangalore,India,Credit Card,Completed
ORD00312,CUST0467,PRD014,Aashirvaad Atta 10kg,Groceries,5,450,2250,2025-10-04,Kolkata,India,Credit Card,Completed
ORD00313,CUST0377,PRD002,Apple iPhone 14,Electronics,5,75000,375000,2026-02-22,Mumbai,India,Debit Card,Completed
ORD00314,CUST0444,PRD018,Bookshelf,Furniture,5,4500,22500,2025-10-16,Jaipur,India,Credit Card,Completed
ORD00315,CUST0490,PRD020,King Size Bed,Furniture,2,35000,70000,2025-12-01,Pune,India,UPI,Cancelled
ORD00316,CUST0286,PRD005,LG Smart TV,Electronics,4,35000,140000,2026-01-12,Hyderabad,India,Credit Card,Completed
ORD00317,CUST0371,PRD014,Aashirvaad Atta 10kg,Groceries,4,450,1800,2025-10-19,Kolkata,India,Cash on Delivery,Completed
ORD00318,CUST0188,PRD002,Apple iPhone 14,Electronics,2,75000,150000,2026-01-08,Jaipur,India,UPI,Pending
ORD00319,CUST0108,PRD024,Badminton Racket,Sports,3,1200,3600,2025-11-19,Bangalore,India,Credit Card,Pending
ORD00320,CUST0236,PRD019,Sofa 3 Seater,Furniture,1,25000,25000,2026-01-01,Bangalore,India,Debit Card,Pending
ORD00321,CUST0250,PRD023,Yoga Mat,Sports,1,600,600,2026-02-27,Jaipur,India,UPI,Pending
ORD00322,CUST0088,PRD021,Cricket Bat,Sports,3,2500,7500,2025-11-15,Surat,India,UPI,Completed
ORD00323,CUST0287,PRD023,Yoga Mat,Sports,1,600,600,2026-01-03,Hyderabad,India,Debit Card,Completed
ORD00324,CUST0391,PRD018,Bookshelf,Furniture,1,4500,4500,2025-09-04,Jaipur,India,Net Banking,Pending
ORD00325,CUST0262,PRD018,Bookshelf,Furniture,1,4500,4500,2025-09-03,Mumbai,India,Debit Card,Completed
ORD00326,CUST0461,PRD012,Amul Butter 500g,Groceries,5,280,1400,2025-12-25,Pune,India,UPI,Pending
ORD00327,CUST0363,PRD016,Wooden Study Table,Furniture,3,8500,25500,2026-01-09,Mumbai,India,Net Banking,Completed
ORD00328,CUST0057,PRD008,Zara Dress,Clothing,1,3500,3500,2026-01-02,Pune,India,Credit Card,Pending
ORD00329,CUST0436,PRD009,Adidas Jacket,Clothing,3,4500,13500,2025-12-27,Hyderabad,India,Debit Card,Completed
ORD00330,CUST0498,PRD016,Wooden Study Table,Furniture,3,8500,25500,2025-11-01,Bangalore,India,Credit Card,Completed
ORD00331,CUST0137,PRD021,Cricket Bat,Sports,5,2500,12500,2026-01-25,Jaipur,India,Net Banking,Cancelled
ORD00332,CUST0149,PRD016,Wooden Study Table,Furniture,3,8500,25500,2025-09-26,Mumbai,India,UPI,Pending
ORD00333,CUST0296,PRD015,Nestle Maggi 12pack,Groceries,1,180,180,2025-10-20,Delhi,India,Debit Card,Pending
ORD00334,CUST0316,PRD024,Badminton Racket,Sports,5,1200,6000,2026-01-14,Pune,India,Debit Card,Cancelled
ORD00335,CUST0396,PRD008,Zara Dress,Clothing,2,3500,7000,2026-02-28,Delhi,India,Debit Card,Completed
ORD00336,CUST0102,PRD020,King Size Bed,Furniture,2,35000,70000,2026-02-17,Bangalore,India,Net Banking,Pending
ORD00337,CUST0405,PRD006,Levis Jeans,Clothing,4,2500,10000,2025-10-05,Ahmedabad,India,Cash on Delivery,Completed
ORD00338,CUST0141,PRD007,Nike T-Shirt,Clothing,1,1500,1500,2026-02-17,Chennai,India,UPI,Completed
ORD00339,CUST0173,PRD021,Cricket Bat,Sports,2,2500,5000,2025-11-03,Kolkata,India,Net Banking,Cancelled
ORD00340,CUST0410,PRD016,Wooden Study Table,Furniture,1,8500,8500,2026-01-21,Bangalore,India,Credit Card,Completed
ORD00341,CUST0377,PRD021,Cricket Bat,Sports,4,2500,10000,2026-02-08,Surat,India,Credit Card,Cancelled
ORD00342,CUST0483,PRD006,Levis Jeans,Clothing,1,2500,2500,2025-11-20,Chennai,India,Debit Card,Completed
ORD00343,CUST0117,PRD004,Dell Laptop,Electronics,4,55000,220000,2025-12-04,Mumbai,India,Cash on Delivery,Completed
ORD00344,CUST0278,PRD008,Zara Dress,Clothing,2,3500,7000,2025-11-15,Pune,India,Debit Card,Pending
ORD00345,CUST0135,PRD012,Amul Butter 500g,Groceries,2,280,560,2025-12-25,Ahmedabad,India,Net Banking,Completed
ORD00346,CUST0179,PRD020,King Size Bed,Furniture,1,35000,35000,2026-01-22,Delhi,India,Credit Card,Cancelled
ORD00347,CUST0235,PRD008,Zara Dress,Clothing,3,3500,10500,2025-09-11,Surat,India,Debit Card,Cancelled
ORD00348,CUST0057,PRD006,Levis Jeans,Clothing,1,2500,2500,2025-09-24,Jaipur,India,Credit Card,Cancelled
ORD00349,CUST0041,PRD004,Dell Laptop,Electronics,4,55000,220000,2026-02-08,Pune,India,Credit Card,Completed
ORD00350,CUST0040,PRD008,Zara Dress,Clothing,5,3500,17500,2026-02-28,Bangalore,India,Net Banking,Cancelled
ORD00351,CUST0081,PRD005,LG Smart TV,Electronics,4,35000,140000,2025-09-22,Surat,India,Cash on Delivery,Completed
ORD00352,CUST0085,PRD023,Yoga Mat,Sports,3,600,1800,2026-01-24,Mumbai,India,Cash on Delivery,Cancelled
ORD00353,CUST0131,PRD015,Nestle Maggi 12pack,Groceries,2,180,360,2025-09-25,Bangalore,India,UPI,Completed
ORD00354,CUST0400,PRD015,Nestle Maggi 12pack,Groceries,5,180,900,2025-12-24,Bangalore,India,Credit Card,Completed
ORD00355,CUST0166,PRD015,Nestle Maggi 12pack,Groceries,3,180,540,2025-11-17,Delhi,India,Net Banking,Completed
ORD00356,CUST0336,PRD002,Apple iPhone 14,Electronics,1,75000,75000,2025-10-24,Mumbai,India,Net Banking,Completed
ORD00357,CUST0482,PRD007,Nike T-Shirt,Clothing,2,1500,3000,2026-01-29,Mumbai,India,Credit Card,Pending
ORD00358,CUST0202,PRD025,Cycling Helmet,Sports,2,1800,3600,2026-01-17,Ahmedabad,India,Net Banking,Completed
ORD00359,CUST0200,PRD003,Sony Headphones,Electronics,5,8000,40000,2025-09-13,Surat,India,Cash on Delivery,Pending
ORD00360,CUST0356,PRD016,Wooden Study Table,Furniture,3,8500,25500,2025-11-09,Ahmedabad,India,Credit Card,Completed
ORD00361,CUST0362,PRD003,Sony Headphones,Electronics,1,8000,8000,2025-09-07,Chennai,India,Credit Card,Completed
ORD00362,CUST0201,PRD010,Puma Shorts,Clothing,1,1200,1200,2025-11-02,Jaipur,India,Credit Card,Completed
ORD00363,CUST0299,PRD006,Levis Jeans,Clothing,2,2500,5000,2026-02-23,Delhi,India,Net Banking,Completed
ORD00364,CUST0204,PRD021,Cricket Bat,Sports,2,2500,5000,2025-11-28,Delhi,India,UPI,Pending
ORD00365,CUST0328,PRD021,Cricket Bat,Sports,4,2500,10000,2025-12-02,Mumbai,India,Debit Card,Pending
ORD00366,CUST0013,PRD005,LG Smart TV,Electronics,5,35000,175000,2026-01-15,Chennai,India,Debit Card,Completed
ORD00367,CUST0458,PRD025,Cycling Helmet,Sports,4,1800,7200,2025-09-03,Bangalore,India,Cash on Delivery,Completed
ORD00368,CUST0398,PRD022,Football,Sports,2,800,1600,2026-02-17,Kolkata,India,Cash on Delivery,Completed
ORD00369,CUST0379,PRD009,Adidas Jacket,Clothing,4,4500,18000,2025-11-24,Chennai,India,Debit Card,Cancelled
ORD00370,CUST0287,PRD015,Nestle Maggi 12pack,Groceries,2,180,360,2026-01-20,Kolkata,India,Net Banking,Completed
ORD00371,CUST0464,PRD007,Nike T-Shirt,Clothing,5,1500,7500,2025-10-07,Kolkata,India,UPI,Pending
ORD00372,CUST0360,PRD005,LG Smart TV,Electronics,4,35000,140000,2025-12-17,Bangalore,India,Debit Card,Completed
ORD00373,CUST0189,PRD011,Tata Salt 1kg,Groceries,5,25,125,2026-02-06,Mumbai,India,Debit Card,Cancelled
ORD00374,CUST0433,PRD019,Sofa 3 Seater,Furniture,5,25000,125000,2026-02-20,Kolkata,India,UPI,Cancelled
ORD00375,CUST0300,PRD023,Yoga Mat,Sports,5,600,3000,2025-09-06,Mumbai,India,Debit Card,Completed
ORD00376,CUST0162,PRD024,Badminton Racket,Sports,5,1200,6000,2025-10-03,Mumbai,India,Cash on Delivery,Completed
ORD00377,CUST0099,PRD003,Sony Headphones,Electronics,4,8000,32000,2026-02-07,Hyderabad,India,Debit Card,Completed
ORD00378,CUST0225,PRD016,Wooden Study Table,Furniture,1,8500,8500,2025-10-19,Surat,India,Credit Card,Completed
ORD00379,CUST0493,PRD003,Sony Headphones,Electronics,4,8000,32000,2025-09-18,Mumbai,India,Cash on Delivery,Completed
ORD00380,CUST0250,PRD025,Cycling Helmet,Sports,5,1800,9000,2025-10-12,Jaipur,India,Credit Card,Pending
ORD00381,CUST0021,PRD009,Adidas Jacket,Clothing,3,4500,13500,2026-02-11,Delhi,India,Debit Card,Cancelled
ORD00382,CUST0049,PRD008,Zara Dress,Clothing,3,3500,10500,2025-09-25,Ahmedabad,India,Net Banking,Pending
ORD00383,CUST0500,PRD010,Puma Shorts,Clothing,5,1200,6000,2026-01-09,Kolkata,India,Cash on Delivery,Completed
ORD00384,CUST0076,PRD015,Nestle Maggi 12pack,Groceries,1,180,180,2026-02-05,Jaipur,India,Credit Card,Completed
ORD00385,CUST0339,PRD002,Apple iPhone 14,Electronics,3,75000,225000,2025-12-29,Jaipur,India,UPI,Pending
ORD00386,CUST0034,PRD019,Sofa 3 Seater,Furniture,1,25000,25000,2025-10-21,Kolkata,India,Cash on Delivery,Completed
ORD00387,CUST0281,PRD010,Puma Shorts,Clothing,5,1200,6000,2025-11-14,Mumbai,India,UPI,Cancelled
ORD00388,CUST0379,PRD009,Adidas Jacket,Clothing,3,4500,13500,2026-02-10,Mumbai,India,Net Banking,Cancelled
ORD00389,CUST0334,PRD024,Badminton Racket,Sports,3,1200,3600,2026-02-13,Ahmedabad,India,Cash on Delivery,Completed
ORD00390,CUST0409,PRD008,Zara Dress,Clothing,5,3500,17500,2026-02-23,Bangalore,India,Credit Card,Completed
ORD00391,CUST0036,PRD022,Football,Sports,4,800,3200,2026-01-09,Chennai,India,Debit Card,Completed
ORD00392,CUST0376,PRD019,Sofa 3 Seater,Furniture,5,25000,125000,2026-01-26,Delhi,India,Debit Card,Pending
ORD00393,CUST0067,PRD002,Apple iPhone 14,Electronics,5,75000,375000,2025-10-09,Kolkata,India,Credit Card,Completed
ORD00394,CUST0116,PRD021,Cricket Bat,Sports,5,2500,12500,2025-11-04,Bangalore,India,Debit Card,Cancelled
ORD00395,CUST0411,PRD025,Cycling Helmet,Sports,2,1800,3600,2025-09-15,Kolkata,India,UPI,Pending
ORD00396,CUST0216,PRD014,Aashirvaad Atta 10kg,Groceries,5,450,2250,2025-12-05,Chennai,India,Cash on Delivery,Cancelled
ORD00397,CUST0043,PRD008,Zara Dress,Clothing,3,3500,10500,2025-12-17,Jaipur,India,UPI,Pending
ORD00398,CUST0056,PRD015,Nestle Maggi 12pack,Groceries,4,180,720,2026-01-28,Mumbai,India,UPI,Completed
ORD00399,CUST0463,PRD021,Cricket Bat,Sports,2,2500,5000,2025-10-11,Ahmedabad,India,Net Banking,Pending
ORD00400,CUST0183,PRD022,Football,Sports,1,800,800,2025-11-16,Mumbai,India,UPI,Completed
ORD00401,CUST0377,PRD007,Nike T-Shirt,Clothing,3,1500,4500,2026-02-09,Chennai,India,Net Banking,Completed
ORD00402,CUST0129,PRD020,King Size Bed,Furniture,3,35000,105000,2026-02-06,Mumbai,India,UPI,Cancelled
ORD00403,CUST0486,PRD017,Office Chair,Furniture,3,6500,19500,2026-01-31,Delhi,India,Credit Card,Completed
ORD00404,CUST0013,PRD015,Nestle Maggi 12pack,Groceries,1,180,180,2025-11-19,Delhi,India,UPI,Completed
ORD00405,CUST0265,PRD002,Apple iPhone 14,Electronics,4,75000,300000,2025-10-15,Hyderabad,India,Credit Card,Pending
ORD00406,CUST0395,PRD022,Football,Sports,3,800,2400,2026-02-15,Hyderabad,India,Cash on Delivery,Pending
ORD00407,CUST0151,PRD008,Zara Dress,Clothing,3,3500,10500,2025-10-07,Chennai,India,Net Banking,Completed
ORD00408,CUST0026,PRD022,Football,Sports,5,800,4000,2026-02-28,Jaipur,India,Cash on Delivery,Completed
ORD00409,CUST0203,PRD019,Sofa 3 Seater,Furniture,5,25000,125000,2025-11-03,Bangalore,India,Debit Card,Cancelled
ORD00410,CUST0136,PRD015,Nestle Maggi 12pack,Groceries,2,180,360,2025-12-04,Mumbai,India,Net Banking,Completed
ORD00411,CUST0453,PRD024,Badminton Racket,Sports,2,1200,2400,2025-11-15,Delhi,India,Cash on Delivery,Pending
ORD00412,CUST0346,PRD017,Office Chair,Furniture,1,6500,6500,2025-10-27,Chennai,India,Cash on Delivery,Pending
ORD00413,CUST0128,PRD024,Badminton Racket,Sports,2,1200,2400,2025-11-27,Mumbai,India,Cash on Delivery,Completed
ORD00414,CUST0422,PRD022,Football,Sports,4,800,3200,2025-11-14,Ahmedabad,India,Cash on Delivery,Cancelled
ORD00415,CUST0408,PRD021,Cricket Bat,Sports,2,2500,5000,2025-10-22,Bangalore,India,Credit Card,Cancelled
ORD00416,CUST0282,PRD007,Nike T-Shirt,Clothing,3,1500,4500,2025-10-19,Jaipur,India,Credit Card,Pending
ORD00417,CUST0106,PRD005,LG Smart TV,Electronics,3,35000,105000,2025-11-15,Ahmedabad,India,Credit Card,Completed
ORD00418,CUST0069,PRD003,Sony Headphones,Electronics,5,8000,40000,2025-11-30,Ahmedabad,India,Credit Card,Completed
ORD00419,CUST0452,PRD016,Wooden Study Table,Furniture,3,8500,25500,2026-01-02,Kolkata,India,Credit Card,Cancelled
ORD00420,CUST0245,PRD006,Levis Jeans,Clothing,3,2500,7500,2025-09-24,Jaipur,India,Cash on Delivery,Completed
ORD00421,CUST0307,PRD017,Office Chair,Furniture,2,6500,13000,2025-11-28,Jaipur,India,Cash on Delivery,Completed
ORD00422,CUST0182,PRD019,Sofa 3 Seater,Furniture,2,25000,50000,2026-02-18,Delhi,India,UPI,Completed
ORD00423,CUST0282,PRD001,Samsung Galaxy S23,Electronics,2,45000,90000,2025-12-22,Ahmedabad,India,UPI,Cancelled
ORD00424,CUST0296,PRD003,Sony Headphones,Electronics,1,8000,8000,2025-12-03,Mumbai,India,Debit Card,Completed
ORD00425,CUST0397,PRD025,Cycling Helmet,Sports,4,1800,7200,2025-12-21,Bangalore,India,UPI,Completed
ORD00426,CUST0131,PRD002,Apple iPhone 14,Electronics,5,75000,375000,2025-10-22,Pune,India,Debit Card,Completed
ORD00427,CUST0438,PRD008,Zara Dress,Clothing,4,3500,14000,2025-09-11,Bangalore,India,Net Banking,Completed
ORD00428,CUST0057,PRD013,Fortune Rice 5kg,Groceries,4,350,1400,2025-09-12,Ahmedabad,India,Cash on Delivery,Completed
ORD00429,CUST0401,PRD017,Office Chair,Furniture,5,6500,32500,2025-09-28,Mumbai,India,Cash on Delivery,Completed
ORD00430,CUST0092,PRD021,Cricket Bat,Sports,4,2500,10000,2025-09-15,Chennai,India,Cash on Delivery,Pending
ORD00431,CUST0362,PRD002,Apple iPhone 14,Electronics,3,75000,225000,2025-12-23,Ahmedabad,India,UPI,Pending
ORD00432,CUST0332,PRD018,Bookshelf,Furniture,2,4500,9000,2025-09-17,Hyderabad,India,Credit Card,Pending
ORD00433,CUST0287,PRD022,Football,Sports,1,800,800,2025-11-26,Jaipur,India,Cash on Delivery,Completed
ORD00434,CUST0414,PRD011,Tata Salt 1kg,Groceries,1,25,25,2025-12-14,Bangalore,India,Credit Card,Pending
ORD00435,CUST0022,PRD007,Nike T-Shirt,Clothing,4,1500,6000,2025-11-30,Chennai,India,Cash on Delivery,Completed
ORD00436,CUST0478,PRD009,Adidas Jacket,Clothing,5,4500,22500,2025-10-02,Jaipur,India,UPI,Completed
